release_year,metascore,userscore,metascore_count,platforms,userscore_count
2002,87.0,82.0,28,3,76
2004,87.0,81.0,54,1,459
2012,87.0,79.0,23,2,72
2017,87.0,74.0,70,4,1981
2011,87.0,81.0,63,1,1238
2021,87.0,77.0,46,3,1571
2017,87.0,80.0,10,3,178
2001,87.0,83.0,31,2,497
2016,87.0,84.0,49,2,312
2020,87.0,74.0,13,2,31
2018,87.0,74.0,30,2,145
2008,87.0,80.0,52,1,110
2009,87.0,81.0,65,6,152
2014,87.0,86.0,59,1,2392
2015,87.0,78.0,14,2,49
2022,87.0,76.0,54,4,356
2011,87.0,83.0,55,6,481
2007,87.0,83.0,36,1,175
2012,87.0,71.0,23,1,38
2001,87.0,83.0,28,1,96
2016,87.0,78.0,16,1,115
2010,87.0,84.0,60,1,102
2018,87.0,79.0,23,4,154
2024,87.0,85.0,18,1,63
2012,87.0,74.0,54,5,194
2013,87.0,65.0,17,1,44
2023,87.0,70.0,7,4,26
2008,87.0,75.0,79,1,566
2025,87.0,80.0,32,2,20
2009,87.0,81.0,57,2,334
2013,87.0,87.0,34,1,1725
2025,87.0,90.0,61,2,1844
2018,87.0,83.0,25,3,488
2017,87.0,79.0,69,1,718
2015,87.0,68.0,51,2,515
2002,87.0,66.0,12,1,5
2015,87.0,76.0,42,3,2196
2013,87.0,88.0,79,1,857
2025,87.0,0.0,5,1,2
1999,87.0,80.0,22,2,227
2024,87.0,83.0,43,4,245
2000,87.0,87.0,23,1,101
2019,87.0,67.0,30,1,92
2021,87.0,82.0,76,4,1103
2024,87.0,86.0,37,4,57
2023,87.0,88.0,56,3,3490
2020,87.0,79.0,41,3,153
2016,87.0,61.0,7,1,113
2025,87.0,83.0,52,3,169
2024,87.0,79.0,20,1,34
2013,87.0,77.0,18,1,79
2021,87.0,79.0,10,2,100
2017,87.0,77.0,13,1,121
2022,87.0,84.0,66,1,2518
2009,87.0,76.0,50,2,45
2021,87.0,79.0,99,2,6304
2014,87.0,57.0,49,1,1531
2008,87.0,78.0,62,4,146
2025,87.0,84.0,93,1,366
2003,87.0,85.0,41,1,190
1998,87.0,84.0,14,1,140
2006,87.0,87.0,34,1,372
2000,87.0,85.0,19,4,407
2006,87.0,90.0,64,1,1324
2002,87.0,78.0,22,1,189
2023,87.0,74.0,10,1,95
2015,87.0,70.0,58,3,7682
2025,87.0,65.0,8,2,49
2007,86.0,84.0,52,1,252
2003,87.0,82.0,31,1,39
2003,87.0,68.0,23,2,5
2009,87.0,88.0,85,1,670
2013,86.0,55.0,56,3,2340
2009,86.0,79.0,27,1,28
2009,86.0,29.0,33,2,64
2015,86.0,84.0,32,2,338
2008,86.0,75.0,8,1,22
2010,86.0,84.0,70,1,355
2022,86.0,64.0,7,2,8
2024,86.0,82.0,13,1,37
2021,86.0,65.0,7,1,30
2013,86.0,75.0,7,1,102
1998,86.0,91.0,15,1,1808
2007,86.0,83.0,44,2,234
2001,86.0,85.0,14,1,68
2015,86.0,86.0,78,1,4005
2023,86.0,80.0,10,2,85
2007,86.0,83.0,45,2,119
2000,86.0,75.0,11,1,10
2021,86.0,88.0,48,3,277
2012,86.0,84.0,45,1,434
1999,86.0,89.0,17,1,1314
2023,86.0,78.0,8,1,107
2024,86.0,75.0,13,1,28
2005,86.0,73.0,48,1,80
2005,86.0,85.0,53,2,110
2012,86.0,69.0,37,1,281
2005,86.0,92.0,35,4,6
2000,86.0,78.0,26,1,41
2025,86.0,74.0,11,1,39
2013,86.0,82.0,8,1,65
2024,86.0,84.0,42,3,539
2024,86.0,76.0,7,1,50
2014,86.0,74.0,14,2,133
2017,86.0,75.0,41,3,118
2008,86.0,82.0,30,1,3689
2021,86.0,75.0,16,2,25
2014,86.0,69.0,38,4,344
2017,86.0,85.0,72,4,2127
2016,86.0,66.0,14,1,150
2023,86.0,26.0,90,3,10504
2018,86.0,84.0,42,3,396
2009,86.0,73.0,39,5,49
2013,86.0,68.0,10,1,87
2022,86.0,81.0,23,5,879
2016,86.0,74.0,77,1,930
2009,86.0,77.0,48,1,26
2006,86.0,77.0,70,1,551
2009,86.0,80.0,51,3,42
2022,86.0,79.0,45,4,216
2008,86.0,86.0,60,3,366
2020,86.0,80.0,44,3,302
2018,86.0,78.0,22,4,200
2000,86.0,75.0,12,1,12
2025,86.0,78.0,21,1,44
2003,86.0,88.0,29,1,200
2004,86.0,80.0,8,1,9
2005,86.0,77.0,65,2,43
2008,86.0,84.0,60,2,145
1997,86.0,87.0,10,1,194
2007,86.0,86.0,28,1,168
2000,86.0,74.0,13,1,8
2013,86.0,74.0,45,3,2223
2009,86.0,86.0,68,3,1324
2015,86.0,87.0,80,1,480
2009,86.0,78.0,75,5,1359
2019,86.0,80.0,22,2,92
2019,86.0,79.0,63,3,173
2005,86.0,79.0,40,1,53
2022,86.0,78.0,19,3,213
2014,86.0,68.0,68,3,2624
2013,86.0,83.0,70,3,2309
2010,86.0,85.0,19,1,23
2016,86.0,78.0,17,1,46
2024,86.0,91.0,105,3,4273
2012,86.0,78.0,30,1,596
2013,86.0,81.0,17,2,169
2010,86.0,88.0,73,1,1089
2016,86.0,83.0,30,1,144
2025,86.0,71.0,11,1,36
2023,86.0,64.0,12,2,19
2023,86.0,82.0,20,1,118
2024,86.0,81.0,17,2,101
1998,86.0,84.0,9,1,114
2019,86.0,80.0,31,2,305
2000,86.0,87.0,12,1,60
2009,86.0,81.0,51,1,140
2010,86.0,87.0,19,1,18
2025,86.0,69.0,132,1,3116
2009,86.0,85.0,62,1,155
2020,86.0,60.0,14,1,47
2024,86.0,84.0,83,5,1523
2011,86.0,82.0,25,2,38
2002,86.0,85.0,23,1,130
2015,86.0,63.0,50,2,565
2004,86.0,0.0,18,2,3
2022,86.0,78.0,125,1,831
2024,86.0,80.0,30,2,67
2004,86.0,72.0,34,1,21
2022,86.0,77.0,56,4,656
2025,86.0,70.0,9,3,5
2013,86.0,80.0,68,1,1761
2012,86.0,83.0,32,1,62
2002,86.0,80.0,29,1,280
2004,86.0,87.0,67,3,334
2025,86.0,81.0,133,1,2737
2011,86.0,83.0,66,3,724
2003,86.0,88.0,45,4,211
2013,86.0,84.0,56,7,565
2005,86.0,85.0,57,1,170
2003,86.0,88.0,46,3,1887
2010,86.0,76.0,29,2,34
2017,86.0,81.0,75,4,690
2005,86.0,85.0,45,1,312
2011,86.0,79.0,41,3,100
2015,86.0,80.0,49,1,370
2007,86.0,77.0,25,1,15
2025,86.0,78.0,57,3,1287
2019,86.0,73.0,30,4,44
2006,86.0,78.0,39,1,43
2013,86.0,60.0,65,3,1669
2000,86.0,85.0,13,1,304
2005,86.0,81.0,57,1,242
2000,86.0,83.0,25,2,81
2021,86.0,76.0,27,1,336
2000,86.0,86.0,16,2,144
1999,86.0,83.0,14,1,108
2005,86.0,88.0,61,1,63
2024,86.0,79.0,7,3,8
2010,86.0,87.0,62,1,240
2002,86.0,84.0,41,1,442
2003,86.0,80.0,12,1,42
2023,86.0,82.0,32,3,191
2007,86.0,67.0,15,1,13
2025,86.0,67.0,98,3,1783
2023,86.0,84.0,6,1,31
2011,86.0,84.0,56,1,70
2005,86.0,82.0,26,2,46
2003,86.0,68.0,35,1,12
2019,86.0,78.0,17,1,195
2017,86.0,85.0,70,4,978
2004,86.0,73.0,55,1,125
2010,86.0,70.0,48,3,49
2022,86.0,58.0,65,1,534
2000,86.0,59.0,22,1,7
2024,86.0,73.0,12,1,386
2011,86.0,82.0,79,6,482
1995,86.0,84.0,8,1,246
2003,86.0,79.0,19,4,18
2006,86.0,75.0,67,5,65
2004,86.0,88.0,60,1,281
2002,86.0,81.0,27,1,133
2001,86.0,77.0,17,1,31
2002,86.0,83.0,31,3,61
2000,86.0,83.0,11,1,37
2011,86.0,75.0,59,2,184
2004,86.0,86.0,55,1,125
2003,86.0,76.0,25,2,39
2002,86.0,83.0,20,1,88
2007,86.0,77.0,40,1,199
2025,86.0,78.0,14,1,46
2006,86.0,82.0,50,2,471
2024,86.0,82.0,77,3,2254
2003,86.0,76.0,39,3,20
2004,86.0,86.0,51,1,447
2016,86.0,74.0,29,1,331
2020,86.0,82.0,61,3,814
2012,86.0,82.0,30,4,169
2007,86.0,72.0,58,4,98
2019,86.0,74.0,31,1,225
2012,86.0,80.0,80,3,1553
2008,86.0,70.0,54,1,98
2007,86.0,80.0,59,2,98
2017,86.0,82.0,100,3,5713
2011,86.0,71.0,56,2,82
2015,86.0,81.0,102,2,2175
2023,86.0,85.0,15,4,206
2017,86.0,49.0,46,3,2327
2018,86.0,82.0,24,2,321
2001,86.0,87.0,23,1,307
2008,86.0,83.0,55,1,101
2000,86.0,77.0,32,2,134
2002,86.0,0.0,10,1,1
2020,86.0,79.0,27,2,130
2001,86.0,77.0,11,1,38
2025,86.0,90.0,8,1,356
2014,86.0,84.0,85,1,1310
2015,86.0,80.0,20,2,494
2007,86.0,85.0,9,1,103
2015,86.0,78.0,47,7,154
2021,86.0,76.0,23,1,109
2014,86.0,70.0,35,3,787
2019,86.0,84.0,106,1,1814
2009,86.0,69.0,34,2,33
2013,86.0,81.0,54,1,854
2013,86.0,84.0,74,1,789
2012,86.0,78.0,43,1,56
2010,86.0,84.0,66,3,27
2023,86.0,81.0,76,3,1311
2011,86.0,73.0,9,3,183
2024,86.0,65.0,83,3,2481
2001,86.0,79.0,19,1,42
2003,86.0,80.0,16,1,37
1998,86.0,81.0,14,1,119
2015,86.0,79.0,10,2,58
2015,86.0,63.0,57,1,1705
2015,86.0,63.0,81,2,1161
2021,86.0,74.0,115,2,4483
2018,86.0,84.0,86,2,913
2013,86.0,78.0,27,1,2545
2017,86.0,82.0,35,1,123
2024,86.0,77.0,15,3,53
2019,86.0,81.0,11,1,43
2015,86.0,65.0,34,4,259
2012,86.0,79.0,47,2,219
2017,86.0,66.0,79,2,1126
2023,86.0,79.0,33,3,155
2023,86.0,75.0,13,2,43
2021,86.0,82.0,26,4,372
2018,86.0,71.0,32,1,160
2021,86.0,74.0,17,3,16
2015,86.0,82.0,10,1,42
2015,86.0,85.0,63,2,422
2004,86.0,74.0,39,2,28
2016,86.0,78.0,35,1,570
2020,86.0,73.0,92,5,38912
2016,86.0,80.0,37,3,196
2014,86.0,72.0,10,1,102
2016,85.0,80.0,72,1,184
2000,86.0,77.0,17,1,17
2025,86.0,83.0,7,1,28
2018,86.0,78.0,9,3,103
2016,86.0,85.0,74,1,642
2010,85.0,82.0,15,4,69
2008,86.0,84.0,9,1,14
2006,85.0,83.0,51,1,132
2019,85.0,79.0,65,1,349
2021,85.0,85.0,49,3,967
2015,85.0,86.0,60,4,2604
2014,85.0,85.0,57,1,870
2016,85.0,78.0,46,3,353
2022,85.0,75.0,122,1,427
2007,85.0,81.0,60,1,119
2002,85.0,76.0,31,4,17
2020,85.0,83.0,18,2,640
2017,85.0,87.0,83,1,716
2007,85.0,68.0,44,4,9
2024,85.0,55.0,33,1,361
2018,85.0,74.0,11,1,112
2023,85.0,77.0,12,1,223
2013,85.0,86.0,89,2,1212
2003,85.0,83.0,21,4,10
2020,85.0,84.0,20,3,751
1998,85.0,80.0,13,1,107
1998,85.0,76.0,10,1,29
1997,85.0,87.0,10,1,227
2007,85.0,83.0,69,5,230
2014,85.0,80.0,38,1,389
2010,85.0,82.0,62,1,69
2024,85.0,76.0,9,1,14
2020,85.0,77.0,60,3,650
2025,85.0,80.0,15,1,23
2008,85.0,73.0,20,1,18
2025,85.0,98.0,8,1,24
2014,85.0,62.0,45,3,5548
2006,85.0,83.0,59,1,219
2008,85.0,59.0,33,3,18
2016,85.0,50.0,8,1,151
2005,85.0,86.0,54,1,10
2018,85.0,69.0,9,2,949
2015,85.0,84.0,19,4,789
2024,85.0,84.0,124,1,1190
2010,85.0,76.0,90,2,451
2006,85.0,74.0,54,1,193
2006,85.0,91.0,19,2,241
2010,85.0,88.0,46,2,274
2020,85.0,89.0,69,2,558
2011,85.0,79.0,69,3,263
2019,85.0,78.0,77,4,2023
2007,85.0,81.0,39,1,564
2010,85.0,81.0,73,4,148
2005,85.0,86.0,49,1,330
2019,85.0,82.0,11,1,43
2004,85.0,84.0,58,1,49
2025,85.0,77.0,43,2,88
1999,85.0,79.0,17,1,79
2024,85.0,71.0,53,2,652
2012,85.0,84.0,11,1,14
2006,85.0,77.0,59,7,172
2017,85.0,71.0,25,3,151
2000,85.0,79.0,7,2,20
2003,85.0,83.0,41,3,98
1998,85.0,86.0,13,1,165
2014,85.0,84.0,67,1,724
2023,85.0,71.0,111,3,3147
2000,85.0,84.0,25,1,188
2009,85.0,76.0,67,1,502
2020,85.0,84.0,14,3,170
2004,85.0,86.0,53,2,170
2003,85.0,72.0,45,1,584
2019,85.0,47.0,6,1,15
2017,85.0,72.0,18,1,175
2017,85.0,72.0,8,1,59
2023,85.0,89.0,28,2,60
2004,85.0,86.0,37,1,40
2010,85.0,83.0,32,2,32
2015,85.0,86.0,23,4,3352
2007,85.0,82.0,47,2,405
2012,85.0,85.0,51,3,2614
2022,85.0,80.0,47,5,259
2013,85.0,81.0,23,5,171
2008,85.0,70.0,67,3,77
1997,85.0,80.0,13,2,75
2012,85.0,82.0,8,1,84
2001,85.0,86.0,27,1,218
2009,85.0,70.0,58,3,43
2017,85.0,78.0,8,1,76
2001,85.0,81.0,28,2,132
2001,85.0,86.0,9,2,148
2018,85.0,75.0,29,2,1199
2000,85.0,83.0,27,2,110
2001,85.0,83.0,20,1,106
2001,85.0,76.0,17,1,17
2002,85.0,0.0,20,1,1
2024,85.0,76.0,5,1,10
2024,85.0,75.0,9,1,106
2005,85.0,0.0,34,2,3
2015,85.0,80.0,50,4,2898
2009,85.0,83.0,55,2,75
2008,85.0,75.0,65,2,130
2008,85.0,77.0,24,1,67
2005,85.0,80.0,76,1,128
2025,85.0,77.0,94,3,757
2021,85.0,81.0,34,5,298
2021,85.0,78.0,27,4,1029
2008,85.0,76.0,55,3,81
2002,85.0,85.0,46,1,1294
2020,85.0,76.0,89,3,5450
2024,85.0,75.0,84,3,366
2015,85.0,83.0,10,1,384
2024,85.0,84.0,50,1,166
2014,85.0,82.0,10,1,68
2004,85.0,83.0,87,1,333
2001,85.0,82.0,35,1,28
2010,85.0,85.0,44,1,1823
2004,85.0,87.0,49,1,122
2012,85.0,87.0,83,1,764
2024,85.0,76.0,24,1,17
2007,85.0,80.0,41,1,74
2005,85.0,83.0,24,1,18
2010,85.0,85.0,23,3,104
2024,85.0,50.0,8,3,8
2010,85.0,83.0,31,4,86
2004,85.0,78.0,28,4,4
2001,85.0,86.0,29,1,186
2017,85.0,84.0,16,1,408
2022,85.0,79.0,60,5,882
2014,85.0,85.0,48,4,2876
2012,85.0,78.0,42,1,2697
2005,85.0,87.0,38,1,274
2025,85.0,83.0,28,1,77
2014,85.0,81.0,46,6,613
2007,85.0,87.0,22,1,203
2016,85.0,84.0,40,3,496
2014,85.0,83.0,50,6,700
2015,85.0,72.0,10,1,80
2011,85.0,74.0,13,1,102
2003,85.0,89.0,27,1,201
2008,85.0,70.0,8,1,6
2018,85.0,82.0,11,1,62
2016,85.0,74.0,62,4,716
2001,85.0,78.0,10,1,22
2023,85.0,76.0,33,3,336
2025,85.0,58.0,6,1,18
2024,85.0,76.0,9,2,218
2002,85.0,69.0,30,1,11
2023,85.0,69.0,30,2,52
2008,85.0,75.0,23,1,16
2025,85.0,84.0,12,2,15
2009,85.0,85.0,47,4,782
2025,85.0,74.0,41,3,72
2011,85.0,72.0,77,2,198
2025,85.0,81.0,23,2,406
2011,85.0,75.0,27,2,208
2020,85.0,79.0,91,1,1292
2004,85.0,83.0,51,1,64
2017,85.0,86.0,39,4,382
2003,85.0,89.0,39,1,244
2011,85.0,77.0,20,2,39
2019,85.0,89.0,65,3,3032
2009,85.0,68.0,69,4,53
2023,85.0,83.0,59,3,508
2005,85.0,82.0,30,1,114
2017,85.0,70.0,10,1,21
2024,85.0,74.0,10,1,14
2013,85.0,89.0,45,4,928
2020,85.0,75.0,38,2,164
2021,85.0,74.0,40,1,110
2017,85.0,78.0,11,1,34
2007,85.0,81.0,56,1,655
2007,85.0,79.0,21,1,77
2008,85.0,83.0,72,1,262
2023,85.0,80.0,7,2,21
2012,85.0,83.0,24,3,304
2017,85.0,82.0,5,1,253
1998,85.0,81.0,15,1,104
2008,85.0,80.0,25,1,417
2025,85.0,86.0,8,3,214
2023,85.0,81.0,7,1,65
2017,85.0,88.0,87,3,2005
2022,85.0,76.0,19,2,214
2021,85.0,81.0,58,4,546
2006,85.0,75.0,82,2,391
2025,85.0,87.0,43,1,578
2017,85.0,52.0,95,3,3017
2004,85.0,84.0,54,2,918
2019,85.0,76.0,9,1,123
2005,85.0,81.0,46,4,201
2014,85.0,78.0,69,1,1998
2017,85.0,69.0,45,1,160
2002,85.0,78.0,31,2,54
2021,85.0,81.0,14,4,434
2011,85.0,81.0,73,1,1207
2018,85.0,77.0,15,2,114
2016,85.0,64.0,20,3,47
2005,85.0,90.0,42,1,293
2001,85.0,55.0,17,3,8
2025,85.0,68.0,28,3,42
2000,85.0,81.0,20,1,16
2018,85.0,70.0,8,3,53
2014,85.0,72.0,14,2,74
2002,85.0,68.0,21,1,12
2020,85.0,87.0,93,1,342
2004,85.0,75.0,49,3,62
2007,85.0,81.0,42,1,786
2003,85.0,82.0,21,1,128
2013,85.0,82.0,51,2,259
2003,85.0,81.0,52,4,50
2007,85.0,72.0,47,2,45
2013,85.0,78.0,43,5,791
2007,85.0,83.0,46,9,70
2008,85.0,69.0,61,1,50
2024,85.0,85.0,25,1,33
2020,85.0,75.0,8,3,21
2025,85.0,89.0,7,2,7
2018,85.0,84.0,69,4,688
2012,85.0,77.0,60,2,127
2013,85.0,58.0,41,1,305
2018,85.0,80.0,17,2,85
2010,85.0,76.0,25,3,61
2004,85.0,87.0,54,1,263
2015,85.0,86.0,9,1,101
2022,85.0,84.0,19,4,77
2019,85.0,79.0,11,3,45
2003,85.0,85.0,31,4,270
2000,85.0,71.0,14,2,39
2004,85.0,78.0,7,1,8
2023,85.0,77.0,24,3,98
2004,85.0,67.0,47,2,11
2017,85.0,82.0,53,1,333
2023,85.0,74.0,6,2,25
2005,85.0,81.0,55,3,90
2009,85.0,76.0,84,3,178
2016,85.0,78.0,12,2,845
2020,85.0,65.0,32,2,126
2016,85.0,83.0,101,1,3147
2013,85.0,85.0,55,1,728
2025,85.0,83.0,63,3,553
2008,85.0,74.0,52,2,222
2022,85.0,88.0,135,1,1187
2017,85.0,75.0,10,3,41
2018,85.0,80.0,46,4,247
2016,85.0,73.0,37,1,192
2017,85.0,79.0,10,1,41
2019,85.0,75.0,64,1,449
2018,85.0,83.0,51,5,776
2014,85.0,77.0,83,3,3469
2009,85.0,75.0,7,1,33
2023,85.0,65.0,47,3,116
2015,85.0,74.0,8,1,37
2005,85.0,81.0,41,3,21
2024,85.0,79.0,32,4,65
2001,85.0,79.0,17,1,35
2002,85.0,85.0,22,1,371
2000,85.0,80.0,34,1,253
2012,85.0,85.0,37,1,254
2024,85.0,81.0,25,4,42
1997,85.0,79.0,13,1,119
2008,85.0,84.0,46,1,169
2013,85.0,70.0,10,1,137
2003,85.0,83.0,33,5,409
2016,85.0,48.0,9,3,17
2025,85.0,82.0,25,2,150
2008,85.0,77.0,43,3,18
2024,85.0,70.0,11,4,20
2021,85.0,81.0,66,3,2263
2018,85.0,85.0,64,3,242
2005,85.0,83.0,33,1,170
2017,85.0,79.0,48,2,222
2014,85.0,81.0,54,3,2317
2004,85.0,63.0,28,2,8
2019,85.0,89.0,29,4,1781
2017,85.0,79.0,30,1,315
2017,85.0,76.0,10,1,180
2008,85.0,69.0,41,4,16
2019,85.0,77.0,19,5,89
2003,85.0,88.0,41,2,961
2013,85.0,85.0,40,2,2101
2017,85.0,74.0,44,3,225
2008,85.0,67.0,75,3,515
2009,85.0,82.0,98,1,1373
2020,85.0,80.0,95,6,1257
2007,85.0,76.0,50,2,234
1999,85.0,74.0,14,1,20
2003,85.0,81.0,15,1,19
2002,85.0,74.0,10,1,17
2018,85.0,77.0,19,1,47
2018,85.0,86.0,44,2,131
1997,85.0,74.0,9,1,20
2019,85.0,75.0,9,2,34
2011,85.0,61.0,73,1,3017
2025,85.0,78.0,9,1,47
2017,85.0,82.0,104,1,1584
2004,84.0,81.0,38,1,23
2018,84.0,78.0,84,2,899
2018,84.0,78.0,41,3,133
2016,84.0,83.0,58,1,255
2010,84.0,81.0,50,1,203
2022,84.0,76.0,30,3,154
2017,84.0,78.0,18,1,63
2018,84.0,76.0,10,3,53
2007,84.0,71.0,30,1,19
2008,84.0,80.0,84,5,1017
2018,84.0,79.0,11,2,122
2009,84.0,75.0,17,1,11
2005,84.0,81.0,62,1,170
2003,84.0,85.0,42,4,71
2015,84.0,80.0,75,1,391
2017,84.0,87.0,35,3,653
2014,84.0,77.0,38,5,155
2020,84.0,72.0,17,4,89
2025,84.0,71.0,62,3,120
2011,84.0,76.0,72,3,886
2005,84.0,66.0,38,1,30
2002,84.0,78.0,25,1,17
2003,84.0,82.0,24,1,138
2001,84.0,80.0,18,1,23
2000,84.0,82.0,19,1,19
2003,84.0,71.0,20,5,48
2003,84.0,84.0,34,1,364
2025,84.0,75.0,8,1,15
2025,84.0,81.0,61,4,59
2022,84.0,71.0,38,6,93
2006,84.0,79.0,65,2,130
2011,84.0,83.0,13,1,182
2025,84.0,83.0,40,5,176
2014,84.0,79.0,85,3,3207
2025,84.0,85.0,18,4,35
2017,84.0,76.0,59,1,1269
2022,84.0,81.0,7,3,8
2004,84.0,83.0,37,1,35
2009,84.0,66.0,11,2,9
2001,84.0,74.0,25,2,32
2020,84.0,68.0,14,3,40
2021,84.0,84.0,98,1,737
2016,84.0,82.0,57,5,503
2017,84.0,81.0,21,1,153
2020,84.0,71.0,50,1,1543
2012,84.0,70.0,42,2,1383
2014,84.0,81.0,33,2,215
2009,84.0,72.0,52,1,95
2012,84.0,57.0,51,5,264
2025,84.0,73.0,38,3,104
2014,84.0,74.0,38,1,74
2016,84.0,63.0,51,3,533
2006,84.0,75.0,21,1,54
2001,84.0,71.0,17,1,27
2002,84.0,0.0,23,3,2
2002,84.0,87.0,33,1,28
2011,84.0,86.0,57,2,137
2019,84.0,46.0,6,1,45
2010,84.0,79.0,46,3,114
2017,84.0,84.0,9,2,123
2016,84.0,78.0,22,2,119
2019,84.0,82.0,89,3,3639
2020,84.0,82.0,26,3,96
2014,84.0,58.0,10,1,124
2011,84.0,88.0,58,1,364
2012,84.0,78.0,55,3,180
1998,84.0,91.0,15,1,442
2021,84.0,67.0,31,4,159
2016,84.0,79.0,56,4,474
2006,84.0,88.0,30,1,297
2014,84.0,84.0,43,4,393
2006,84.0,80.0,56,1,58
2022,84.0,78.0,17,2,104
2009,84.0,78.0,28,1,132
2007,84.0,75.0,9,1,213
2018,84.0,84.0,53,4,2842
2011,84.0,83.0,54,3,102
2018,84.0,65.0,9,2,19
2000,84.0,88.0,29,1,571
2002,84.0,79.0,23,4,135
2010,84.0,83.0,70,1,190
2003,84.0,78.0,38,3,106
2023,84.0,83.0,35,4,431
2002,84.0,77.0,18,1,427
2000,84.0,82.0,24,1,137
2003,84.0,72.0,50,2,49
2023,84.0,68.0,76,2,1131
2017,84.0,85.0,35,1,365
2012,84.0,71.0,61,4,2359
2011,84.0,75.0,55,3,73
2018,84.0,71.0,16,3,76
2015,84.0,86.0,37,1,135
2015,84.0,64.0,101,1,3959
2022,84.0,55.0,16,1,11
2010,84.0,67.0,70,3,55
2016,84.0,71.0,99,2,1888
2013,84.0,83.0,19,3,284
2017,84.0,83.0,63,4,1088
2022,84.0,83.0,16,2,49
2011,84.0,81.0,45,1,205
2006,84.0,78.0,46,4,12
2013,84.0,78.0,51,2,233
2020,84.0,82.0,54,5,1152
2014,84.0,62.0,13,1,27
2021,84.0,66.0,18,3,13
2012,84.0,80.0,25,1,106
2017,84.0,82.0,32,4,229
2009,84.0,83.0,62,3,68
2010,84.0,84.0,68,2,190
2005,84.0,77.0,47,3,37
2006,84.0,84.0,39,1,91
2004,84.0,82.0,33,2,14
2013,84.0,57.0,26,5,194
2008,84.0,75.0,75,1,1180
2019,84.0,66.0,34,3,295
2001,84.0,69.0,15,1,40
2008,84.0,77.0,55,3,130
2015,84.0,79.0,56,4,1166
2000,84.0,82.0,25,1,16
2002,84.0,52.0,18,2,5
2020,84.0,73.0,13,2,158
2022,84.0,74.0,14,2,59
2005,84.0,88.0,53,3,46
2011,84.0,72.0,7,1,73
2012,84.0,83.0,26,3,212
2015,84.0,40.0,8,1,150
2022,84.0,78.0,7,2,57
2009,84.0,68.0,14,1,35
2019,84.0,63.0,7,1,36
2021,84.0,76.0,13,3,12
2019,84.0,78.0,38,1,148
2022,84.0,76.0,15,3,62
2018,84.0,75.0,15,1,64
2011,84.0,81.0,85,1,1199
2024,84.0,84.0,18,2,518
2016,84.0,77.0,59,3,1322
2023,84.0,80.0,19,3,45
2014,84.0,68.0,16,2,40
2019,84.0,74.0,42,4,204
2011,84.0,80.0,68,3,55
2012,84.0,71.0,42,3,87
2015,84.0,77.0,61,6,250
2005,84.0,89.0,60,1,750
2016,84.0,73.0,40,5,154
2009,84.0,83.0,65,1,161
2011,84.0,72.0,61,5,73
2001,84.0,92.0,23,1,83
2002,84.0,69.0,30,4,48
2008,84.0,63.0,32,3,18
2022,84.0,88.0,6,1,5
2002,84.0,88.0,18,1,179
2025,84.0,71.0,22,1,34
2025,84.0,71.0,51,4,56
2020,84.0,81.0,50,5,476
2017,84.0,76.0,13,1,56
2008,84.0,80.0,63,3,663
2008,84.0,78.0,56,1,637
2018,84.0,83.0,67,3,1414
2019,84.0,65.0,35,1,176
2012,84.0,63.0,49,5,626
2016,84.0,81.0,47,5,500
2021,84.0,73.0,8,1,70
2025,84.0,79.0,63,4,182
2024,84.0,71.0,49,4,287
2016,84.0,59.0,10,1,10
2001,84.0,80.0,8,1,24
2018,84.0,77.0,78,3,393
2017,84.0,80.0,104,1,3004
2000,84.0,76.0,17,2,14
2004,84.0,62.0,55,1,6
2002,84.0,80.0,22,3,18
2004,84.0,80.0,14,1,207
1998,84.0,75.0,10,1,51
2001,84.0,79.0,16,1,20
2022,84.0,74.0,10,2,28
2003,84.0,85.0,36,1,377
2001,84.0,77.0,19,1,119
1998,84.0,72.0,11,1,26
2003,84.0,89.0,25,1,201
2022,84.0,76.0,14,4,49
2001,84.0,83.0,22,2,10
2020,84.0,80.0,11,3,30
2022,84.0,78.0,9,2,24
2018,84.0,31.0,20,1,312
2017,84.0,79.0,13,1,113
2017,84.0,78.0,21,1,87
2021,84.0,75.0,15,3,54
2023,84.0,80.0,13,1,74
2017,84.0,80.0,21,1,91
2021,84.0,80.0,5,2,10
2009,84.0,72.0,72,4,26
2012,84.0,87.0,26,1,1562
2011,84.0,77.0,83,3,579
2024,84.0,78.0,30,3,123
2013,84.0,84.0,41,1,181
2021,84.0,84.0,108,5,4147
2023,84.0,81.0,96,4,6329
2010,84.0,53.0,14,2,9
2025,84.0,78.0,17,4,12
2006,84.0,82.0,46,1,108
2015,84.0,87.0,87,1,1331
2016,84.0,69.0,24,1,38
2025,84.0,71.0,23,1,81
2009,84.0,86.0,46,2,123
2004,84.0,89.0,57,1,140
2012,84.0,83.0,42,2,1622
2010,84.0,86.0,81,3,2394
2005,84.0,71.0,31,2,28
2005,84.0,64.0,50,5,34
2002,84.0,67.0,14,1,7
2023,84.0,79.0,31,3,171
2013,84.0,78.0,66,2,1038
2011,84.0,0.0,7,1,2
2002,84.0,79.0,16,4,19
2024,84.0,43.0,45,3,464
2006,84.0,78.0,36,1,93
2015,84.0,84.0,68,3,1640
2002,84.0,72.0,10,2,13
2003,84.0,83.0,39,3,82
2009,84.0,84.0,70,2,89
2010,84.0,79.0,82,1,1434
2025,84.0,71.0,59,1,64
