release_year,metascore,userscore,metascore_count,platforms,userscore_count
2002,64.0,0.0,12,1,2
2002,64.0,87.0,13,1,6
2002,64.0,58.0,25,1,10
2009,64.0,0.0,29,3,1
2001,64.0,73.0,11,1,4
2006,64.0,78.0,35,4,11
2010,64.0,76.0,15,1,19
2004,64.0,83.0,15,1,9
2018,64.0,72.0,8,2,6
2000,64.0,63.0,15,1,7
2003,64.0,74.0,27,2,5
2015,64.0,72.0,18,4,136
2011,64.0,66.0,14,2,24
2022,64.0,0.0,8,1,2
2010,64.0,22.0,71,1,294
2012,64.0,71.0,31,2,17
2018,64.0,62.0,8,1,10
2013,64.0,67.0,9,4,6
2013,64.0,71.0,25,6,872
2025,64.0,52.0,46,3,118
2006,64.0,72.0,34,3,24
2016,64.0,71.0,16,4,336
2008,64.0,57.0,62,6,164
2011,64.0,54.0,37,3,8
2008,64.0,77.0,22,2,31
2024,64.0,0.0,11,3,3
2004,64.0,0.0,34,1,1
2003,64.0,64.0,19,2,19
2013,64.0,50.0,7,1,50
2015,64.0,75.0,19,3,62
2009,64.0,66.0,20,1,5
2006,64.0,70.0,22,4,96
2018,64.0,60.0,8,2,4
2000,64.0,38.0,18,1,4
2012,64.0,77.0,55,1,99
2019,64.0,66.0,8,1,32
2008,64.0,55.0,9,1,8
2016,64.0,52.0,40,2,66
2010,64.0,70.0,7,1,8
2015,64.0,64.0,34,2,53
2023,64.0,43.0,125,2,1884
2009,64.0,68.0,9,1,5
2012,64.0,70.0,52,1,178
2017,64.0,70.0,51,2,204
2025,64.0,60.0,12,2,26
2012,64.0,51.0,10,1,16
2004,64.0,85.0,38,2,428
2003,64.0,0.0,15,3,3
2024,64.0,0.0,7,1,2
2018,64.0,70.0,59,4,662
2015,64.0,50.0,13,1,9
2019,64.0,0.0,9,2,1
2011,64.0,59.0,18,2,157
2013,64.0,31.0,16,2,7
2010,64.0,70.0,49,3,21
2020,64.0,60.0,17,1,44
2007,64.0,0.0,9,1,2
2008,64.0,0.0,25,1,3
2013,64.0,78.0,39,3,256
2010,64.0,83.0,26,1,48
2005,64.0,80.0,14,1,13
2017,64.0,59.0,22,1,30
2020,64.0,65.0,25,4,104
2002,64.0,0.0,9,1,3
2002,64.0,80.0,11,1,5
2000,64.0,0.0,13,1,3
2023,64.0,74.0,7,1,10
2011,63.0,73.0,35,3,22
2018,64.0,58.0,22,1,16
2020,64.0,61.0,9,2,26
2002,64.0,47.0,22,2,6
2006,64.0,58.0,15,2,6
2018,64.0,50.0,9,1,4
2016,63.0,65.0,32,3,172
2005,63.0,71.0,12,5,14
2018,63.0,70.0,10,1,14
2019,63.0,62.0,13,3,35
2005,63.0,72.0,44,1,78
2011,63.0,68.0,12,1,28
2021,63.0,58.0,26,4,53
2016,63.0,69.0,13,5,29
2006,63.0,80.0,30,5,43
2025,63.0,37.0,13,2,65
2014,63.0,75.0,8,3,17
2009,63.0,62.0,19,1,89
2017,63.0,0.0,7,1,3
2008,63.0,67.0,48,3,22
2004,63.0,85.0,22,2,19
2015,63.0,76.0,8,1,273
2005,63.0,73.0,21,3,18
2008,63.0,60.0,17,2,4
2018,63.0,62.0,17,4,13
2023,63.0,62.0,26,2,41
2010,63.0,72.0,68,3,145
2000,63.0,69.0,15,3,15
2007,63.0,64.0,37,1,27
2012,63.0,80.0,18,1,8
2021,63.0,51.0,44,4,150
2016,63.0,44.0,41,3,105
2018,63.0,58.0,16,3,16
2016,63.0,0.0,7,2,3
2006,63.0,55.0,16,1,10
2019,63.0,59.0,8,2,10
2009,63.0,67.0,38,1,175
2016,63.0,76.0,15,1,24
2007,63.0,0.0,37,3,1
2015,63.0,66.0,30,3,69
2019,63.0,54.0,8,1,13
2008,63.0,59.0,16,1,10
2022,63.0,54.0,9,1,12
2006,63.0,40.0,14,1,5
2018,63.0,72.0,22,1,12
2006,63.0,74.0,40,1,16
2003,63.0,0.0,25,2,2
2025,63.0,0.0,6,1,2
2008,63.0,0.0,9,1,3
2010,63.0,81.0,20,1,8
2012,63.0,58.0,40,1,44
2013,63.0,49.0,13,2,40
2024,63.0,63.0,13,2,49
2003,63.0,0.0,7,1,3
2004,63.0,68.0,11,1,5
2003,63.0,50.0,13,1,9
2002,63.0,0.0,22,1,2
2014,63.0,32.0,41,2,297
2006,63.0,56.0,20,1,5
2003,63.0,0.0,8,1,1
2008,63.0,62.0,16,1,6
2009,63.0,63.0,9,1,15
2003,63.0,74.0,12,1,70
2009,63.0,0.0,11,1,2
2022,63.0,35.0,7,1,24
2016,63.0,41.0,7,1,7
2023,63.0,0.0,13,1,2
2008,63.0,76.0,17,1,7
2019,63.0,60.0,29,3,36
2018,63.0,33.0,11,3,12
2011,63.0,68.0,7,2,13
2020,63.0,73.0,24,1,117
2008,63.0,50.0,16,2,9
2017,63.0,63.0,21,4,101
2006,63.0,0.0,13,2,0
2009,63.0,78.0,9,1,8
2025,63.0,0.0,4,1,3
2018,63.0,74.0,11,2,11
2013,63.0,64.0,24,3,20
2008,63.0,54.0,43,1,80
2009,63.0,0.0,26,2,1
2011,63.0,64.0,14,2,37
2004,63.0,64.0,25,3,10
2016,63.0,68.0,75,2,669
2022,63.0,49.0,8,1,7
2014,63.0,69.0,20,1,8
2000,63.0,64.0,23,3,8
2006,63.0,0.0,24,3,0
2006,63.0,70.0,25,1,18
2002,63.0,67.0,17,1,9
2013,63.0,64.0,16,3,23
2014,63.0,71.0,21,2,24
2006,63.0,76.0,8,1,36
2001,63.0,0.0,10,2,3
2005,63.0,42.0,37,1,5
2024,63.0,80.0,10,3,4
2008,63.0,72.0,19,1,17
2013,63.0,63.0,13,1,15
2023,63.0,58.0,10,1,10
2010,63.0,59.0,8,1,20
2020,63.0,66.0,40,3,122
2015,63.0,36.0,11,2,7
2005,63.0,0.0,14,1,3
2010,63.0,70.0,40,2,4
2007,63.0,62.0,61,8,109
2021,63.0,50.0,11,4,5
2019,63.0,41.0,12,2,7
2022,63.0,25.0,72,1,147
2006,63.0,63.0,54,1,60
2007,63.0,71.0,12,1,9
2011,63.0,77.0,16,3,97
2008,63.0,54.0,64,1,29
2010,63.0,78.0,27,1,9
2018,63.0,60.0,15,3,7
2023,63.0,70.0,8,2,12
2023,63.0,0.0,8,1,1
2010,63.0,0.0,35,1,1
2020,63.0,65.0,17,4,4
2015,63.0,70.0,36,1,56
2015,63.0,0.0,8,1,1
2019,63.0,64.0,9,2,7
2007,63.0,73.0,46,3,63
2015,63.0,0.0,8,1,2
2003,63.0,0.0,17,1,1
2004,63.0,55.0,7,1,4
2006,63.0,72.0,39,1,888
2008,63.0,0.0,20,1,2
2004,63.0,80.0,9,3,69
2009,63.0,62.0,12,1,22
2005,63.0,63.0,22,6,24
2019,63.0,55.0,25,1,15
2016,63.0,49.0,10,3,17
2002,63.0,84.0,13,1,23
2018,63.0,63.0,10,1,12
2024,63.0,66.0,12,4,11
2015,63.0,66.0,11,1,10
2009,63.0,63.0,31,6,14
2005,63.0,60.0,32,1,4
2007,63.0,0.0,8,1,1
2008,63.0,59.0,11,1,9
2018,63.0,0.0,14,1,1
2007,63.0,82.0,22,1,23
2018,63.0,60.0,59,2,139
2012,63.0,74.0,33,2,13
2004,63.0,57.0,26,1,18
2020,63.0,0.0,15,4,3
2001,63.0,0.0,17,2,1
2003,63.0,79.0,15,1,19
2012,63.0,67.0,9,1,26
2020,63.0,66.0,8,1,7
2020,63.0,88.0,9,1,4
2006,63.0,0.0,23,4,0
2015,63.0,54.0,11,2,55
2006,63.0,68.0,12,1,35
2006,63.0,64.0,18,1,25
2002,63.0,70.0,13,1,6
2018,63.0,67.0,9,1,86
2014,63.0,77.0,55,3,654
2006,63.0,0.0,23,1,3
2019,63.0,35.0,12,1,8
2020,63.0,75.0,32,1,40
2024,63.0,63.0,8,2,13
2007,63.0,43.0,27,1,59
2013,63.0,71.0,64,3,720
2006,63.0,56.0,36,1,10
2009,63.0,79.0,27,1,16
2008,63.0,37.0,12,2,7
2018,63.0,67.0,14,1,23
2017,63.0,62.0,13,1,9
2016,63.0,59.0,10,2,45
2016,63.0,63.0,15,3,6
2007,63.0,64.0,31,2,74
2000,63.0,46.0,12,1,5
2013,63.0,46.0,7,1,57
2005,63.0,0.0,26,2,1
2004,63.0,72.0,27,1,6
2002,63.0,78.0,10,4,29
2015,63.0,59.0,23,4,37
2007,63.0,67.0,34,1,18
2019,63.0,38.0,9,2,24
2013,63.0,78.0,20,1,23
2015,63.0,68.0,94,1,4297
2013,63.0,50.0,12,1,7
2024,63.0,71.0,76,3,462
2009,63.0,0.0,7,1,1
2005,63.0,71.0,33,1,190
2024,63.0,69.0,7,1,15
2011,63.0,67.0,22,2,52
2016,63.0,43.0,11,2,28
2025,63.0,71.0,14,2,18
2024,63.0,58.0,10,1,21
2017,63.0,63.0,31,2,67
2019,63.0,51.0,23,3,54
2007,63.0,0.0,22,2,1
2003,63.0,56.0,14,3,23
2008,63.0,0.0,10,1,1
2009,63.0,0.0,9,1,1
2024,63.0,63.0,17,3,35
2015,63.0,68.0,17,3,61
2014,63.0,48.0,7,1,13
2017,63.0,60.0,12,1,6
2009,63.0,54.0,20,3,49
2010,63.0,56.0,80,3,184
2010,63.0,83.0,22,1,58
2003,63.0,65.0,35,1,19
2004,63.0,78.0,8,1,5
2004,63.0,70.0,11,2,7
2002,63.0,80.0,9,1,11
2003,63.0,0.0,18,1,1
2019,63.0,50.0,14,3,48
2000,63.0,50.0,10,1,4
2002,63.0,84.0,12,1,26
2001,63.0,0.0,20,1,3
2011,63.0,75.0,13,3,27
2015,63.0,0.0,8,2,1
2015,63.0,61.0,31,1,19
2012,63.0,73.0,17,1,10
2005,63.0,54.0,24,1,5
2009,63.0,78.0,25,2,42
2018,63.0,30.0,25,3,255
2007,63.0,75.0,11,1,11
2019,63.0,40.0,25,3,21
2022,63.0,0.0,17,1,2
2015,63.0,58.0,24,3,53
2007,63.0,70.0,39,1,28
2019,63.0,66.0,10,2,48
2018,63.0,53.0,15,4,9
2011,63.0,68.0,43,2,32
2004,63.0,76.0,40,1,11
2001,63.0,65.0,8,2,15
2007,63.0,68.0,29,2,66
2020,63.0,68.0,9,1,8
2010,63.0,61.0,30,1,7
2003,63.0,0.0,13,1,3
2020,63.0,58.0,49,4,157
2007,63.0,58.0,26,2,13
2009,63.0,60.0,57,2,22
2016,63.0,67.0,19,1,237
2014,63.0,63.0,25,1,77
2021,63.0,63.0,6,2,44
2004,63.0,0.0,35,1,3
2023,63.0,59.0,12,4,12
2009,63.0,0.0,12,2,2
2013,63.0,80.0,15,2,19
2018,63.0,63.0,8,1,15
2014,63.0,74.0,16,1,21
2008,63.0,0.0,17,2,3
2014,63.0,58.0,11,1,60
2016,63.0,64.0,17,1,12
2019,63.0,75.0,10,1,120
2008,63.0,60.0,60,2,26
2020,63.0,3.0,29,3,5828
2009,63.0,58.0,16,1,4
2003,63.0,68.0,12,1,6
2002,63.0,78.0,20,2,14
2008,63.0,0.0,15,1,1
2019,63.0,49.0,14,1,13
2018,63.0,70.0,47,4,306
2008,63.0,78.0,10,1,16
2012,63.0,52.0,13,3,40
2006,63.0,0.0,14,1,2
2007,63.0,0.0,15,1,2
2008,63.0,73.0,10,1,6
2014,63.0,76.0,9,1,38
2015,63.0,72.0,12,2,19
2007,63.0,0.0,17,1,2
2005,63.0,0.0,7,1,2
2015,63.0,66.0,13,4,16
2010,63.0,46.0,10,1,5
2017,63.0,44.0,23,3,30
2010,63.0,42.0,25,2,491
2012,63.0,45.0,8,1,40
2012,63.0,84.0,14,2,51
2016,63.0,0.0,7,1,0
2018,63.0,0.0,10,2,2
2024,63.0,50.0,8,1,11
2022,63.0,55.0,7,4,6
2018,63.0,0.0,17,1,2
2015,63.0,62.0,32,2,106
2005,63.0,58.0,13,1,20
2021,63.0,58.0,25,4,15
2003,63.0,67.0,21,3,17
2000,63.0,0.0,8,1,2
2002,63.0,78.0,20,1,8
2004,63.0,74.0,55,1,148
2016,63.0,68.0,15,2,8
2017,62.0,71.0,7,1,17
2011,62.0,73.0,27,1,13
2012,62.0,63.0,51,1,78
2007,62.0,60.0,15,1,11
2015,62.0,67.0,18,2,66
2014,62.0,64.0,8,1,15
2014,62.0,66.0,39,4,1117
2017,62.0,70.0,8,1,4
2018,62.0,28.0,9,1,5
2013,62.0,42.0,17,2,588
2005,62.0,68.0,24,3,6
2011,62.0,64.0,11,1,9
2021,62.0,0.0,7,2,2
2019,62.0,56.0,12,2,17
2006,62.0,76.0,28,1,25
2011,62.0,49.0,15,2,9
2005,62.0,49.0,7,1,7
2004,62.0,54.0,31,2,5
2005,62.0,0.0,10,1,1
2003,62.0,40.0,26,2,4
2000,62.0,50.0,7,1,4
2001,62.0,64.0,10,1,7
2006,62.0,65.0,24,1,28
2000,62.0,84.0,16,1,16
2025,62.0,33.0,8,2,6
2007,62.0,58.0,26,1,5
2020,62.0,0.0,9,3,2
2009,62.0,0.0,10,1,3
2023,62.0,58.0,23,1,33
2009,62.0,71.0,61,3,33
2006,62.0,0.0,16,1,0
2017,62.0,63.0,12,2,9
2025,62.0,62.0,27,1,9
2014,62.0,78.0,15,1,14
2015,62.0,53.0,22,3,49
2008,62.0,51.0,9,1,7
2008,62.0,72.0,35,4,62
2017,62.0,65.0,70,3,185
2004,62.0,53.0,40,3,23
2013,62.0,0.0,14,2,3
2004,62.0,70.0,30,1,5
2023,62.0,0.0,14,3,2
2010,62.0,0.0,19,2,3
2017,62.0,66.0,63,3,357
2001,62.0,77.0,13,1,7
2015,62.0,58.0,10,1,10
2003,62.0,67.0,21,1,11
2003,62.0,0.0,11,2,3
2003,62.0,75.0,19,4,8
2019,62.0,70.0,32,3,38
2004,62.0,0.0,29,2,1
2003,62.0,55.0,20,1,21
2001,62.0,0.0,12,1,2
2019,62.0,67.0,12,1,23
2010,62.0,57.0,21,1,179
2017,62.0,56.0,9,1,33
2018,62.0,61.0,7,1,7
2005,62.0,58.0,26,1,14
2021,62.0,70.0,17,2,8
2017,62.0,61.0,7,3,26
2014,62.0,62.0,19,1,66
2008,62.0,66.0,8,1,9
2021,62.0,49.0,55,1,607
2005,62.0,62.0,15,1,26
2021,62.0,61.0,33,4,95
2010,62.0,56.0,26,1,46
2004,62.0,49.0,35,1,26
2007,62.0,69.0,32,1,20
2015,62.0,64.0,8,1,16
2018,62.0,52.0,8,3,11
2008,62.0,0.0,11,1,2
2018,62.0,50.0,8,1,11
2025,62.0,47.0,43,3,308
2025,62.0,0.0,9,1,0
2018,62.0,65.0,13,1,23
2008,62.0,59.0,44,4,16
2006,62.0,65.0,42,1,6
2009,62.0,0.0,9,2,2
2001,62.0,0.0,7,1,3
2015,62.0,68.0,7,1,10
2019,62.0,44.0,6,1,62
2004,62.0,63.0,11,1,4
2019,62.0,41.0,36,3,47
2016,62.0,68.0,10,2,12
2006,62.0,82.0,34,1,203
2007,62.0,57.0,20,1,9
2004,62.0,60.0,10,1,7
2016,62.0,71.0,39,1,179
2011,62.0,66.0,13,1,37
2024,62.0,75.0,11,2,29
2018,62.0,50.0,12,2,12
2007,62.0,68.0,41,1,312
2010,62.0,62.0,7,3,17
2008,62.0,66.0,18,1,9
2021,62.0,73.0,14,1,85
2019,62.0,43.0,15,2,7
2019,62.0,63.0,16,1,28
2012,62.0,68.0,21,1,11
2007,62.0,79.0,13,1,9
2021,62.0,0.0,9,1,0
2014,62.0,56.0,26,3,161
2004,62.0,73.0,36,5,56
2017,62.0,59.0,27,1,59
2017,62.0,70.0,44,1,61
2016,62.0,56.0,9,1,11
2007,62.0,71.0,16,6,31
2002,62.0,0.0,13,3,1
2020,62.0,58.0,48,3,33
2000,62.0,44.0,13,1,5
2020,62.0,0.0,10,1,1
2002,62.0,73.0,8,4,11
2015,62.0,77.0,16,5,109
2015,62.0,59.0,9,1,19
2022,62.0,73.0,11,2,6
2007,62.0,74.0,38,3,98
2010,62.0,79.0,22,1,125
2006,62.0,79.0,8,1,17
2014,62.0,0.0,8,1,1
2006,62.0,0.0,14,1,2
2021,62.0,0.0,12,1,2
2004,62.0,77.0,29,2,7
2018,62.0,70.0,14,2,41
2014,62.0,57.0,16,1,37
2006,62.0,77.0,53,1,33
2024,62.0,17.0,46,2,1303
2014,62.0,57.0,18,1,420
2011,62.0,56.0,42,2,17
2019,62.0,51.0,26,1,27
2006,62.0,65.0,54,1,28
2019,62.0,78.0,25,1,27
2005,62.0,20.0,8,1,4
2003,62.0,26.0,15,4,13
2005,62.0,0.0,10,1,3
2002,62.0,0.0,22,1,2
2003,62.0,84.0,12,1,16
2006,62.0,89.0,26,1,13
2002,62.0,87.0,13,1,35
2004,62.0,85.0,11,1,17
2005,62.0,0.0,23,5,2
2005,62.0,68.0,27,2,8
2001,62.0,0.0,8,2,0
2013,62.0,66.0,14,1,7
2015,62.0,0.0,9,3,2
2017,62.0,54.0,15,2,10
2017,62.0,0.0,8,3,0
2004,62.0,73.0,37,1,136
2006,62.0,67.0,16,2,20
2018,62.0,70.0,9,1,10
2018,62.0,60.0,60,3,300
2007,62.0,43.0,17,1,4
2022,62.0,45.0,11,3,6
2015,62.0,58.0,22,4,19
2015,62.0,70.0,26,4,138
2011,62.0,68.0,19,2,45
2014,62.0,64.0,15,2,27
2016,62.0,0.0,15,2,3
2006,62.0,73.0,10,1,36
2006,62.0,84.0,27,3,11
2008,62.0,0.0,10,1,3
2007,62.0,81.0,18,1,9
2016,62.0,47.0,24,3,69
2013,62.0,75.0,13,1,55
2006,62.0,81.0,8,1,46
2006,62.0,58.0,13,1,4
2004,62.0,83.0,19,1,62
2015,62.0,48.0,19,3,38
2003,62.0,0.0,13,1,0
2013,62.0,53.0,16,1,35
2000,62.0,67.0,13,1,19
2007,62.0,0.0,8,1,0
2006,62.0,0.0,17,2,1
2001,62.0,0.0,8,1,0
2008,62.0,0.0,13,1,2
2005,62.0,0.0,16,1,0
2001,62.0,43.0,9,1,15
2017,62.0,0.0,8,3,1
2008,62.0,54.0,12,1,15
2005,62.0,0.0,11,1,0
2021,62.0,0.0,7,1,3
2018,62.0,67.0,17,3,13
2018,62.0,56.0,7,3,17
2013,62.0,70.0,19,1,8
2013,62.0,72.0,27,1,76
2024,62.0,49.0,23,2,173
2003,62.0,71.0,9,1,18
2008,62.0,0.0,11,1,2
2025,62.0,39.0,12,1,18
2002,62.0,70.0,27,3,5
2007,62.0,70.0,25,3,5
2021,62.0,59.0,19,4,18
2009,62.0,67.0,12,3,13
2018,62.0,63.0,10,1,6
2016,62.0,69.0,35,1,116
2021,62.0,0.0,11,2,2
2009,62.0,0.0,39,3,2
2017,62.0,74.0,32,3,128
2009,62.0,65.0,16,1,18
2007,62.0,70.0,21,1,6
2001,62.0,0.0,17,1,2
2002,62.0,70.0,10,1,5
2004,62.0,83.0,9,1,41
2012,62.0,68.0,11,2,13
2007,62.0,54.0,48,3,37
2000,62.0,84.0,10,1,77
2005,62.0,0.0,21,1,3
2010,62.0,21.0,9,1,61
2016,62.0,53.0,12,4,8
2003,62.0,53.0,8,1,6
2011,62.0,59.0,12,2,14
2002,62.0,87.0,13,1,22
2007,62.0,0.0,12,1,3
2018,62.0,0.0,7,1,2
2019,62.0,61.0,11,2,11
2013,62.0,69.0,44,1,99
2020,62.0,60.0,11,3,4
2008,62.0,77.0,23,6,20
2019,62.0,53.0,9,1,22
2012,62.0,73.0,10,1,15
2010,62.0,53.0,22,3,22
2015,62.0,63.0,19,1,27
2003,62.0,76.0,8,1,5
2008,62.0,67.0,17,1,12
2003,62.0,76.0,25,1,11
2011,62.0,74.0,9,1,9
2000,62.0,98.0,14,2,4
2003,62.0,77.0,21,1,6
2001,62.0,0.0,15,1,3
2003,62.0,90.0,8,1,5
2025,62.0,75.0,16,3,15
2017,62.0,53.0,20,1,39
2011,62.0,43.0,24,3,15
2013,62.0,65.0,12,3,21
2013,62.0,59.0,46,2,137
2013,62.0,72.0,24,1,265
2025,62.0,60.0,60,2,485
2023,62.0,79.0,21,1,199
2007,62.0,62.0,21,1,10
2007,62.0,0.0,8,1,3
2017,62.0,66.0,8,1,48
2016,62.0,64.0,14,3,37
2016,62.0,63.0,11,1,12
2014,62.0,60.0,16,2,89
2017,62.0,55.0,14,1,20
2011,62.0,79.0,14,1,52
2009,62.0,71.0,12,2,7
2004,62.0,59.0,49,3,25
2010,62.0,69.0,19,1,11
2025,62.0,38.0,9,1,5
2013,62.0,44.0,12,1,33
2021,62.0,61.0,28,2,34
2007,62.0,0.0,7,2,2
2013,62.0,74.0,49,4,536
2009,62.0,60.0,19,1,5
2010,62.0,75.0,51,2,101
2005,62.0,0.0,24,2,1
2012,62.0,55.0,35,1,191
2000,62.0,75.0,14,1,176
2018,62.0,61.0,13,3,47
2010,62.0,0.0,7,1,1
2014,62.0,72.0,24,2,108
2021,62.0,61.0,8,1,11
2024,62.0,76.0,38,3,96
2004,62.0,49.0,10,1,16
2018,62.0,72.0,8,1,5
2014,62.0,54.0,44,5,215
2019,62.0,44.0,7,1,19
2010,62.0,47.0,16,3,6
2005,62.0,43.0,46,5,13
2014,62.0,72.0,35,1,135
2007,62.0,60.0,15,1,5
2010,62.0,72.0,66,4,104
2020,62.0,0.0,12,1,1
2019,62.0,59.0,15,3,28
2007,62.0,0.0,13,1,1
2010,62.0,75.0,25,1,23
2010,62.0,79.0,10,2,7
2003,62.0,58.0,18,1,4
2022,62.0,0.0,10,1,0
2015,62.0,64.0,16,1,56
2006,62.0,45.0,24,2,4
2006,61.0,0.0,9,2,2
2017,61.0,64.0,11,2,47
2007,61.0,70.0,27,1,161
2004,61.0,65.0,57,2,8
2010,61.0,50.0,44,3,21
2015,61.0,38.0,33,2,92
2023,62.0,0.0,9,2,2
2025,62.0,0.0,10,1,2
2019,61.0,68.0,8,1,95
2013,61.0,0.0,11,1,1
2015,61.0,77.0,12,1,140
2018,61.0,77.0,7,1,6
2016,61.0,50.0,7,2,5
2007,61.0,73.0,37,1,15
2014,61.0,71.0,8,2,19
2002,61.0,72.0,8,1,10
2018,61.0,55.0,21,1,13
2022,61.0,33.0,63,3,1344
1998,61.0,65.0,11,1,51
2001,61.0,0.0,8,1,3
2008,61.0,72.0,13,1,12
2010,61.0,56.0,9,1,28
2000,61.0,72.0,9,1,5
2003,61.0,0.0,21,2,2
2015,61.0,72.0,17,2,24
2018,61.0,29.0,12,2,10
2009,61.0,64.0,18,3,16
2024,61.0,44.0,17,2,59
2009,61.0,0.0,11,1,0
2018,61.0,58.0,29,3,177
2007,61.0,0.0,10,1,0
2006,61.0,75.0,10,3,6
2015,61.0,59.0,9,2,22
2014,61.0,71.0,8,1,16
2024,61.0,82.0,11,2,13
2016,61.0,48.0,23,3,65
2019,61.0,52.0,13,3,6
2011,61.0,74.0,48,3,175
2006,61.0,73.0,40,2,16
2011,61.0,68.0,39,5,106
2017,61.0,63.0,23,3,311
2007,61.0,49.0,21,1,32
2011,61.0,73.0,41,1,20
2006,61.0,68.0,66,1,40
2001,61.0,0.0,14,1,2
2001,61.0,72.0,11,1,24
2004,61.0,0.0,12,1,2
2002,61.0,60.0,11,1,4
2004,61.0,61.0,12,1,17
2016,61.0,37.0,17,1,17
2004,61.0,61.0,25,3,7
2025,61.0,72.0,7,3,12
2018,61.0,64.0,10,3,7
2005,61.0,88.0,18,1,13
2015,61.0,70.0,21,1,54
2020,61.0,61.0,21,1,33
2014,61.0,54.0,7,1,5
2005,61.0,58.0,12,1,12
2020,61.0,0.0,12,1,1
2016,61.0,64.0,8,1,7
2011,61.0,0.0,7,1,3
2024,61.0,54.0,11,3,14
2011,61.0,56.0,18,1,98
2004,61.0,50.0,45,2,4
2001,61.0,0.0,21,2,1
2003,61.0,0.0,15,1,1
2011,61.0,55.0,10,1,13
2020,61.0,83.0,10,1,13
2002,61.0,60.0,8,1,10
2002,61.0,0.0,9,1,0
2006,61.0,62.0,17,1,6
2003,61.0,66.0,19,1,14
2021,61.0,48.0,26,2,4
2010,61.0,58.0,34,3,9
2012,61.0,66.0,31,4,176
2010,61.0,55.0,8,1,61
2002,61.0,0.0,9,1,1
2020,61.0,43.0,59,2,594
2012,61.0,71.0,11,2,8
2020,61.0,70.0,12,2,8
2017,61.0,0.0,7,2,2
2010,61.0,79.0,37,2,45
2021,61.0,56.0,7,1,5
2005,61.0,81.0,18,4,29
2018,61.0,53.0,9,1,6
2011,61.0,63.0,59,3,122
2006,61.0,60.0,31,2,10
2021,61.0,62.0,8,2,5
2023,61.0,43.0,8,1,4
2023,61.0,79.0,9,1,12
2003,61.0,0.0,13,1,1
2001,61.0,79.0,10,1,17
2002,61.0,73.0,10,2,4
2013,61.0,64.0,12,1,78
2003,61.0,71.0,26,2,14
2006,61.0,72.0,18,1,51
2010,61.0,70.0,64,2,41
2005,61.0,0.0,23,1,2
2001,61.0,79.0,11,2,13
2016,61.0,79.0,35,1,206
2015,61.0,74.0,9,2,338
2003,61.0,80.0,17,4,33
2007,61.0,70.0,11,1,5
2014,61.0,55.0,60,3,750
2018,61.0,60.0,12,1,21
2011,61.0,68.0,22,1,193
2009,61.0,69.0,12,1,7
2021,61.0,49.0,11,4,9
2005,61.0,73.0,14,1,4
2007,61.0,80.0,21,1,19
2010,61.0,50.0,12,2,7
2024,61.0,54.0,37,1,16
2007,61.0,0.0,17,1,2
2006,61.0,63.0,14,1,17
2018,61.0,56.0,10,3,13
2017,61.0,0.0,7,1,2
2002,61.0,77.0,15,1,13
2023,61.0,42.0,12,3,17
2007,61.0,68.0,15,6,8
2015,61.0,70.0,9,2,79
2005,61.0,0.0,7,1,1
2007,61.0,0.0,7,1,2
2019,61.0,64.0,18,1,53
2022,61.0,56.0,33,5,38
2002,61.0,0.0,27,1,2
2001,61.0,71.0,11,1,12
2010,61.0,54.0,9,1,17
2002,61.0,86.0,11,1,14
2009,61.0,0.0,9,1,1
2013,61.0,39.0,15,1,112
2005,61.0,62.0,29,1,41
2021,61.0,78.0,18,2,5
2016,61.0,62.0,17,3,59
2011,61.0,78.0,27,1,76
2008,61.0,0.0,9,1,0
2018,61.0,43.0,12,2,69
2025,61.0,54.0,16,3,14
2013,61.0,68.0,26,1,386
2007,61.0,60.0,14,1,4
2013,61.0,63.0,9,1,9
2010,61.0,54.0,23,4,10
2011,61.0,64.0,17,3,77
2020,61.0,87.0,10,1,199
2005,61.0,83.0,40,1,17
2020,61.0,45.0,10,2,23
2003,61.0,0.0,13,2,1
2004,61.0,74.0,33,1,10
2003,61.0,0.0,19,1,3
2009,61.0,61.0,30,1,21
2002,61.0,0.0,10,1,0
2003,61.0,45.0,9,1,4
2010,61.0,62.0,59,5,362
2000,61.0,78.0,9,3,4
2015,61.0,65.0,40,2,118
2005,61.0,84.0,23,1,14
2012,61.0,74.0,11,1,12
2025,61.0,81.0,8,1,7
2004,61.0,70.0,55,4,12
2007,61.0,70.0,10,1,44
2009,61.0,67.0,65,7,41
2023,61.0,0.0,7,1,3
2020,61.0,0.0,9,1,0
2011,61.0,68.0,13,1,12
2018,61.0,0.0,7,1,2
2014,61.0,67.0,11,1,7
2009,61.0,0.0,23,1,1
2015,61.0,74.0,18,1,24
2014,61.0,62.0,9,2,18
2009,61.0,0.0,14,2,2
2018,61.0,63.0,24,1,17
2005,61.0,68.0,21,1,45
2015,61.0,65.0,14,1,11
2014,61.0,53.0,20,3,98
2013,61.0,65.0,38,2,156
2003,61.0,75.0,26,3,8
2023,61.0,64.0,25,3,40
2000,61.0,0.0,15,1,3
2000,61.0,68.0,12,1,37
2013,61.0,71.0,9,2,30
2001,61.0,70.0,10,1,13
2009,61.0,43.0,23,2,17
2013,61.0,59.0,13,4,15
2001,61.0,88.0,9,1,81
2022,61.0,57.0,10,1,7
2001,61.0,80.0,17,1,6
2014,61.0,45.0,15,3,11
2021,61.0,72.0,13,2,55
2012,61.0,55.0,21,2,31
